stool, solid excretory product evacuated from the bowels
putrefy, become putrid; decay with an offensive smell; "organic matter putrefies"
disintegrate, lose a stored charge, magnetic flux, or current; "the particles disintegrated during the nuclear fission process"
latimeridae, extinct except for the coelacanth
vilification, a rude expression intended to offend or hurt; "when a student made a stupid mistake he spared them no abuse"; "they yelled insults at the visiting team"
sleeping, the suspension of consciousness and decrease in metabolic rate
disintegrate, break into parts or components or lose cohesion or unity; "The material disintegrated"; "the group disintegrated after the leader died"
theatrical production, the production of a drama on the stage
czechoslovakian, a native or inhabitant of the former republic of Czechoslovakia
recall, a request by the manufacturer of a defective product to return the product (as for replacement or repair)
polyoma virus, a virus the can initiate various kinds of tumors in mice   intensifying by augmentation and enhancement
hindustani, a native or inhabitant of Hindustan or India
mix in, cause (something) to be mixed with (something else); "At this stage of making the cake, blend in the nuts"
acclimatize, get used to a certain climate; "They never acclimatized in Egypt"
wavering, indecision in speech or action
taper, give a point to; "The candles are tapered"
yuman, a group of language of the Hokan family in Arizona and California and Mexico
genus ajuga, bugle
search engine, a computer program that retrieves documents or files or data from a database or from a computer network (especially from the internet)
rouge, makeup consisting of a pink or red powder applied to the cheeks
sculpture, shape (a material like stone or wood) by whittling away at it; "She is sculpting the block of marble into an image of her husband"
choke off, suppress; "He choked down his rage"
spotted hyena, African hyena noted for its distinctive howl
intimation, a slight suggestion or vague understanding; "he had no inkling what was about to happen"
minster, any of certain cathedrals and large churches; originally connected to a monastery
physique, constitution of the human body
triaenodon, a genus of Triakidae
stifle, smother or suppress; "Stifle your curiosity"
coast, move effortlessly; by force of gravity
go with, go or occur together; "The word 'hot' tends to cooccur with 'cold'"
dispatch, an official report (usually sent in haste)
underscore, give extra weight to (a communication); "Her gesture emphasized her words"
personhood, being a person; "finding her own personhood as a campus activist"
emaciate, grow weak and thin or waste away physically; "She emaciated during the chemotherapy"
light source, any device serving as a source of illumination; "he stopped the car and turned off the lights"
free-base, use (purified cocaine) by burning it and inhaling the fumes
tobago, island in West Indies
order, (biology) taxonomic group containing one or more families
sand viper, harmless North American snake with upturned nose; may spread its head and neck or play dead when disturbed
vanquisher, someone who is victorious by force of arms
polemoniaceae, a widely distributed family of chiefly herbaceous plants of the order Polemoniales; often have showy flowers
pretend, behave unnaturally or affectedly; "She's just acting"
transmogrify, change completely the nature or appearance of; "In Kafka's story, a person metamorphoses into a bug"; "The treatment and diet transfigured her into a beautiful young woman"; "Jesus was transfigured after his resurrection"
sorcerize, transform or change by means of sorcery
transubstantiate, change (the Eucharist bread and wine) into the body and blood of Christ
transubstantiate, change or alter in form, appearance, or nature; "This experience transformed her completely"; "She transformed the clay into a beautiful sculpture"; "transubstantiate one element into another"
transmute, alter the nature of (elements)
majors, the most important league in any sport (especially baseball)
transform, change (a bacterial cell) into a genetically distinct cell by the introduction of DNA from another cell of the same or closely related species
